Cersei Pyke;Female;cersei.pyke@the-stormlands.com;KI;SA
Joffrey Hill;Male;joffrey.hill@dorne.com;FR;DO
Myrcella Stone;Female;myrcella.stone@dorne.com;JM;VI
Tyrion Hill;Male;tyrion.hill@the-crownlands.com;MN;SY
Arya Rivers;Female;arya.rivers@the-stormlands.com;PY;MC
Jamie Snow;Male;jamie.snow@the-riverlands.com;PN;KI
Robb Hill;Male;robb.hill@the-stormlands.com;MO;KH
Cersei Waters;Female;cersei.waters@the-westerlands.com;KG;AZ
Robb Hill;Male;robb.hill@the-iron-islands.com;AW;PR
Myrcella Flowers;Female;myrcella.flowers@the-crownlands.com;KH;BY
Tyrion Hill;Male;tyrion.hill@the-north.com;AD;AS
Myrcella Stone;Female;myrcella.stone@the-riverlands.com;PS;SA
Jamie Storm;Male;jamie.storm@the-crownlands.com;LI;CV
Cersei Rivers;Female;cersei.rivers@the-stormlands.com;IM;AQ
Arya Sand;Female;arya.sand@the-stormlands.com;LV;MV
Cersei Pyke;Female;cersei.pyke@the-reach.com;NG;CD
Tywin Storm;Male;tywin.storm@the-westerlands.com;VE;CN
Bran Hill;Male;bran.hill@the-north.com;LU;AE
Tywin Storm;Male;tywin.storm@the-westerlands.com;SO;TT
Rickon Hill;Male;rickon.hill@the-crownlands.com;EC;CV
Catelyn Sand;Female;catelyn.sand@the-riverlands.com;SG;SR
Bran Flowers;Male;bran.flowers@the-westerlands.com;SV;AM
Tyrion Hill;Male;tyrion.hill@the-stormlands.com;GG;AS
Eddard Hill;Male;eddard.hill@the-vale.com;PG;LK
Catelyn Waters;Female;catelyn.waters@the-stormlands.com;ME;TN
Joffrey Stone;Male;joffrey.stone@the-westerlands.com;TH;DJ
Sansa Hill;Female;sansa.hill@the-vale.com;JM;CM
Jon Flowers;Male;jon.flowers@dorne.com;CU;UZ
Cersei Waters;Female;cersei.waters@the-riverlands.com;EE;XK
Tommen Waters;Male;tommen.waters@the-riverlands.com;TN;TF
Catelyn Pyke;Female;catelyn.pyke@the-crownlands.com;NO;NU
Bran Pyke;Male;bran.pyke@the-reach.com;HT;IL
Tywin Pyke;Male;tywin.pyke@the-stormlands.com;KY;BF
Arya Hill;Female;arya.hill@the-vale.com;SV;BZ
Tyrion Pyke;Male;tyrion.pyke@the-crownlands.com;JE;MW
Jon Stone;Male;jon.stone@the-north.com;AT;MH
Sansa Flowers;Female;sansa.flowers@the-vale.com;SR;PG
Tommen Stone;Male;tommen.stone@the-iron-islands.com;AM;LB
Eddard Rivers;Male;eddard.rivers@the-westerlands.com;CZ;AI
Eddard Snow;Male;eddard.snow@the-riverlands.com;AT;CN
Sansa Snow;Female;sansa.snow@the-westerlands.com;UY;NU
Robb Stone;Male;robb.stone@the-westerlands.com;NF;GP
Cersei Flowers;Female;cersei.flowers@the-riverlands.com;GL;KY
Catelyn Waters;Female;catelyn.waters@the-reach.com;MV;KW
Sansa Sand;Female;sansa.sand@the-stormlands.com;VU;RU
Jamie Rivers;Male;jamie.rivers@the-riverlands.com;CH;AG
Cersei Storm;Female;cersei.storm@dorne.com;SC;MX
Jon Sand;Male;jon.sand@the-vale.com;CD;UY
Joffrey Stone;Male;joffrey.stone@the-riverlands.com;KM;GD
Rickon Sand;Male;rickon.sand@the-crownlands.com;MN;GS
Sansa Sand;Female;sansa.sand@the-vale.com;BD;BE
Tywin Waters;Male;tywin.waters@the-vale.com;HR;KY
Eddard Snow;Male;eddard.snow@the-riverlands.com;KZ;BW
Jamie Stone;Male;jamie.stone@the-westerlands.com;CO;GR
Jon Pyke;Male;jon.pyke@the-north.com;IT;AO
Tommen Hill;Male;tommen.hill@the-stormlands.com;SC;GR
Tywin Waters;Male;tywin.waters@the-reach.com;NI;MX
Myrcella Rivers;Female;myrcella.rivers@the-reach.com;PL;AX
Rickon Pyke;Male;rickon.pyke@the-stormlands.com;UA;KY
Tommen Rivers;Male;tommen.rivers@the-westerlands.com;GS;NI
Arya Storm;Female;arya.storm@the-north.com;RU;LU
Arya Sand;Female;arya.sand@the-north.com;VG;NP
Tyrion Flowers;Male;tyrion.flowers@the-crownlands.com;PE;NL
Tommen Flowers;Male;tommen.flowers@the-westerlands.com;MW;EH
Robb Snow;Male;robb.snow@the-north.com;KM;AX
Catelyn Flowers;Female;catelyn.flowers@the-iron-islands.com;CD;QA
Tommen Flowers;Male;tommen.flowers@the-vale.com;GN;SV
Eddard Stone;Male;eddard.stone@the-reach.com;KI;PY
Jon Rivers;Male;jon.rivers@the-iron-islands.com;AG;MD
Joffrey Rivers;Male;joffrey.rivers@the-westerlands.com;MA;ZA
Tyrion Storm;Male;tyrion.storm@dorne.com;HK;GB
Rickon Hill;Male;rickon.hill@the-crownlands.com;OM;GW
Myrcella Waters;Female;myrcella.waters@the-stormlands.com;AR;KZ
Arya Rivers;Female;arya.rivers@the-north.com;LC;AO
Tywin Snow;Male;tywin.snow@dorne.com;GB;KR
Tyrion Stone;Male;tyrion.stone@the-stormlands.com;MU;PW
Robb Snow;Male;robb.snow@dorne.com;IN;AI
Cersei Stone;Female;cersei.stone@the-vale.com;MH;AL
Jamie Flowers;Male;jamie.flowers@the-stormlands.com;RW;BB
Tommen Waters;Male;tommen.waters@the-vale.com;HK;ME
Cersei Storm;Female;cersei.storm@the-vale.com;HR;HR
Tywin Stone;Male;tywin.stone@the-stormlands.com;CK;UZ
Bran Rivers;Male;bran.rivers@the-iron-islands.com;PH;HK
Joffrey Rivers;Male;joffrey.rivers@the-reach.com;RW;SN
Jon Stone;Male;jon.stone@the-north.com;MD;MA
Tyrion Snow;Male;tyrion.snow@the-westerlands.com;JP;JE
Jamie Stone;Male;jamie.stone@the-north.com;BE;TG
Tommen Sand;Male;tommen.sand@the-stormlands.com;VN;DJ
Myrcella Storm;Female;myrcella.storm@the-reach.com;CO;YT
Eddard Waters;Male;eddard.waters@the-vale.com;BD;SO
Jon Snow;Male;jon.snow@the-iron-islands.com;MU;NU
Bran Waters;Male;bran.waters@the-stormlands.com;GE;WF
Jamie Snow;Male;jamie.snow@the-iron-islands.com;CA;SV
Cersei Stone;Female;cersei.stone@the-stormlands.com;MA;MW
Jamie Pyke;Male;jamie.pyke@the-vale.com;AE;TN
Joffrey Snow;Male;joffrey.snow@the-north.com;AI;TJ
Cersei Sand;Female;cersei.sand@the-riverlands.com;MA;AI
Arya Rivers;Female;arya.rivers@the-stormlands.com;SY;BN
Catelyn Pyke;Female;catelyn.pyke@the-vale.com;DM;IO
Robb Sand;Male;robb.sand@the-reach.com;ER;MY
Jamie Sand;Male;jamie.sand@the-reach.com;BS;NF
Robb Waters;Male;robb.waters@the-westerlands.com;GU;HT
Arya Sand;Female;arya.sand@the-vale.com;SR;CA
Jon Waters;Male;jon.waters@dorne.com;MN;CZ
Catelyn Pyke;Female;catelyn.pyke@the-crownlands.com;CV;IN
Tyrion Pyke;Male;tyrion.pyke@the-vale.com;LA;LU
Catelyn Rivers;Female;catelyn.rivers@the-westerlands.com;CY;SK
Bran Stone;Male;bran.stone@the-north.com;QA;AW
Bran Rivers;Male;bran.rivers@the-reach.com;ET;YE
Myrcella Pyke;Female;myrcella.pyke@the-stormlands.com;MA;PY
Tyrion Hill;Male;tyrion.hill@the-vale.com;MC;GI
Myrcella Snow;Female;myrcella.snow@dorne.com;NE;CZ
Bran Waters;Male;bran.waters@the-reach.com;LC;AZ
Joffrey Sand;Male;joffrey.sand@the-crownlands.com;CV;LS
Sansa Pyke;Female;sansa.pyke@the-iron-islands.com;LK;GQ
Jamie Hill;Male;jamie.hill@the-iron-islands.com;GE;KP
Rickon Pyke;Male;rickon.pyke@dorne.com;CC;CI
Tyrion Rivers;Male;tyrion.rivers@the-riverlands.com;TJ;GE
Cersei Sand;Female;cersei.sand@the-reach.com;CY;BO
Jamie Stone;Male;jamie.stone@dorne.com;US;DM
Tywin Snow;Male;tywin.snow@the-north.com;KN;PS
Bran Storm;Male;bran.storm@dorne.com;HK;GS
Catelyn Pyke;Female;catelyn.pyke@the-crownlands.com;KE;PN
Robb Rivers;Male;robb.rivers@the-westerlands.com;KP;VI
Tywin Waters;Male;tywin.waters@the-reach.com;AS;GN
Joffrey Hill;Male;joffrey.hill@the-north.com;HR;AN
Tommen Sand;Male;tommen.sand@the-crownlands.com;CH;MD
Arya Snow;Female;arya.snow@dorne.com;SK;CN
Tywin Storm;Male;tywin.storm@the-stormlands.com;BS;MP
Arya Stone;Female;arya.stone@the-stormlands.com;BR;FI
Tywin Storm;Male;tywin.storm@the-crownlands.com;FJ;CM
Jamie Snow;Male;jamie.snow@the-iron-islands.com;MX;HU
Rickon Stone;Male;rickon.stone@the-westerlands.com;RW;UY
Jon Flowers;Male;jon.flowers@the-riverlands.com;GN;CC
Rickon Sand;Male;rickon.sand@the-vale.com;YT;PH
Jon Storm;Male;jon.storm@the-north.com;AN;AM
Myrcella Sand;Female;myrcella.sand@the-north.com;GU;HT
Cersei Sand;Female;cersei.sand@the-riverlands.com;PT;ZW
Bran Sand;Male;bran.sand@the-north.com;DM;AQ
Arya Hill;Female;arya.hill@the-vale.com;ZM;UY
Rickon Snow;Male;rickon.snow@the-north.com;CF;ET
Jon Waters;Male;jon.waters@the-reach.com;KP;ML
Arya Flowers;Female;arya.flowers@the-crownlands.com;IS;ST
Eddard Waters;Male;eddard.waters@the-iron-islands.com;PK;MY
Catelyn Snow;Female;catelyn.snow@the-north.com;GS;GP
Joffrey Sand;Male;joffrey.sand@the-stormlands.com;BM;AL
Bran Flowers;Male;bran.flowers@the-reach.com;PM;SL
Cersei Waters;Female;cersei.waters@the-westerlands.com;TK;GW
Tyrion Hill;Male;tyrion.hill@dorne.com;SE;FI
Joffrey Flowers;Male;joffrey.flowers@the-iron-islands.com;MY;CK
Tywin Pyke;Male;tywin.pyke@the-westerlands.com;ZM;PN
Sansa Pyke;Female;sansa.pyke@the-riverlands.com;GL;SD
Arya Rivers;Female;arya.rivers@the-vale.com;CD;UG
Tommen Sand;Male;tommen.sand@the-westerlands.com;MD;DJ
Bran Sand;Male;bran.sand@the-stormlands.com;DZ;BB
Rickon Sand;Male;rickon.sand@the-vale.com;CK;DZ
Jamie Flowers;Male;jamie.flowers@the-crownlands.com;MM;NU
Bran Sand;Male;bran.sand@the-crownlands.com;ST;IE
Catelyn Rivers;Female;catelyn.rivers@the-reach.com;SD;ME
Robb Stone;Male;robb.stone@the-reach.com;TD;RW
Rickon Flowers;Male;rickon.flowers@the-riverlands.com;CV;KP
Rickon Stone;Male;rickon.stone@the-iron-islands.com;MN;GY
Eddard Waters;Male;eddard.waters@the-iron-islands.com;KG;MS
Tommen Rivers;Male;tommen.rivers@the-north.com;BT;MZ
Jamie Stone;Male;jamie.stone@the-riverlands.com;IE;MN
Rickon Storm;Male;rickon.storm@the-reach.com;ZW;QA
Arya Storm;Female;arya.storm@the-iron-islands.com;CC;SB
Tommen Waters;Male;tommen.waters@the-riverlands.com;SI;VI
Jon Pyke;Male;jon.pyke@the-stormlands.com;ZM;KW
Cersei Flowers;Female;cersei.flowers@the-vale.com;KI;AS
Robb Storm;Male;robb.storm@the-riverlands.com;EE;SE
Jamie Stone;Male;jamie.stone@the-iron-islands.com;BM;CH
Rickon Storm;Male;rickon.storm@the-crownlands.com;ZW;LB
Jon Hill;Male;jon.hill@the-westerlands.com;CK;NL
Joffrey Snow;Male;joffrey.snow@the-riverlands.com;PK;KG
Tommen Flowers;Male;tommen.flowers@the-riverlands.com;JP;HN
Catelyn Stone;Female;catelyn.stone@the-iron-islands.com;CZ;ZW
Bran Snow;Male;bran.snow@the-vale.com;MZ;MW
Cersei Pyke;Female;cersei.pyke@the-riverlands.com;GF;GY
Cersei Snow;Female;cersei.snow@the-north.com;NA;LR
Eddard Snow;Male;eddard.snow@dorne.com;SN;PY
Tyrion Flowers;Male;tyrion.flowers@the-reach.com;CX;TT
Bran Hill;Male;bran.hill@the-westerlands.com;RW;XK
Myrcella Hill;Female;myrcella.hill@the-stormlands.com;AQ;MX
Myrcella Pyke;Female;myrcella.pyke@the-crownlands.com;LA;CO
Rickon Pyke;Male;rickon.pyke@dorne.com;IO;RU
Jon Storm;Male;jon.storm@the-stormlands.com;GD;TD
Jon Flowers;Male;jon.flowers@the-north.com;NF;AZ
Myrcella Storm;Female;myrcella.storm@the-vale.com;VI;CK
Myrcella Flowers;Female;myrcella.flowers@the-westerlands.com;JP;JO
Jamie Rivers;Male;jamie.rivers@the-crownlands.com;NI;AN
Cersei Snow;Female;cersei.snow@the-stormlands.com;CY;BM
Tywin Stone;Male;tywin.stone@the-reach.com;RE;NG
Myrcella Pyke;Female;myrcella.pyke@the-stormlands.com;UY;BY
Catelyn Pyke;Female;catelyn.pyke@the-iron-islands.com;MH;LI
Cersei Waters;Female;cersei.waters@the-stormlands.com;BR;GS
Arya Stone;Female;arya.stone@the-iron-islands.com;CI;PN
Sansa Stone;Female;sansa.stone@the-vale.com;BZ;SV
Tyrion Pyke;Male;tyrion.pyke@the-crownlands.com;BD;GH
Robb Storm;Male;robb.storm@the-westerlands.com;BO;CM
Tommen Snow;Male;tommen.snow@the-westerlands.com;US;IL
Tyrion Waters;Male;tyrion.waters@the-stormlands.com;ML;FJ
Robb Pyke;Male;robb.pyke@the-iron-islands.com;MS;YE
Eddard Snow;Male;eddard.snow@the-north.com;PK;MX
Bran Storm;Male;bran.storm@the-iron-islands.com;TG;PS
Jon Snow;Male;jon.snow@the-westerlands.com;CY;IR
Tywin Flowers;Male;tywin.flowers@the-north.com;CK;HT
Jon Snow;Male;jon.snow@the-vale.com;XK;AG
Bran Storm;Male;bran.storm@the-vale.com;NF;VG
Rickon Flowers;Male;rickon.flowers@dorne.com;CO;VG
Bran Waters;Male;bran.waters@the-crownlands.com;NF;MW
Cersei Sand;Female;cersei.sand@the-iron-islands.com;TT;SN
Myrcella Pyke;Female;myrcella.pyke@the-westerlands.com;CR;PW
Jamie Rivers;Male;jamie.rivers@the-stormlands.com;NA;TK
Catelyn Storm;Female;catelyn.storm@the-riverlands.com;IN;BD
Eddard Storm;Male;eddard.storm@the-crownlands.com;UA;CG
Catelyn Rivers;Female;catelyn.rivers@the-crownlands.com;DE;IS
Arya Waters;Female;arya.waters@the-vale.com;KN;BJ
Jamie Rivers;Male;jamie.rivers@the-vale.com;BB;CI
Rickon Snow;Male;rickon.snow@the-westerlands.com;YT;GL
Tywin Snow;Male;tywin.snow@the-vale.com;YT;BE
Joffrey Waters;Male;joffrey.waters@the-stormlands.com;SC;ZW
Cersei Storm;Female;cersei.storm@dorne.com;IN;AZ
Jon Rivers;Male;jon.rivers@the-vale.com;BR;PS
Myrcella Stone;Female;myrcella.stone@the-westerlands.com;GH;HM
Jamie Sand;Male;jamie.sand@the-iron-islands.com;CU;SL
Joffrey Flowers;Male;joffrey.flowers@the-reach.com;KG;BR
Myrcella Hill;Female;myrcella.hill@the-reach.com;LT;UZ
Rickon Pyke;Male;rickon.pyke@the-westerlands.com;GU;AN
Jon Storm;Male;jon.storm@the-north.com;MG;BM
Jon Flowers;Male;jon.flowers@the-north.com;PW;DO
Jon Stone;Male;jon.stone@the-westerlands.com;BG;LT
Rickon Rivers;Male;rickon.rivers@the-crownlands.com;RO;KG
Arya Pyke;Female;arya.pyke@the-vale.com;IM;TH
Jamie Flowers;Male;jamie.flowers@the-crownlands.com;WF;VI
Myrcella Stone;Female;myrcella.stone@the-riverlands.com;TR;GM
